gender,campaignchannel,campaigntype,adspend,clickthroughrate,pagespervisit,timeonsite,emailopens,emailclicks,previouspurchases,loyaltypoints,conversion
Male,Email,Consideration,2161.330627275146,0.2972132857534331,5.184961145891891,2.393009375176801,0,1,1,3840,0
Male,PPC,Consideration,304.81796013668463,0.2461890912658563,3.932259669011332,3.721293773551008,3,2,2,4497,1
Male,PPC,Conversion,351.46751404708004,0.2780080139339441,9.387697627736395,3.248036713684079,3,8,0,23,1
Female,Social Media,Awareness,4624.730185236678,0.0606746074332502,3.997029174764166,10.004297310915918,14,2,0,2342,0
Male,Email,Retention,6077.851385059015,0.0223172932347001,3.275672122176326,7.458985602256974,18,9,3,1459,1
Female,Email,Retention,4717.678815372264,0.1508484545021644,2.525622035802818,1.6660664536443366,3,1,3,2190,0
Male,Email,Conversion,7813.74535550944,0.2759190817115519,6.441132839174661,5.659985967952482,12,6,7,536,1
Female,SEO,Retention,6654.677903215526,0.0781992133102944,4.812298965730955,1.4499739607621394,3,3,1,3030,1
Female,PPC,Awareness,7407.754082054344,0.2378996012774087,9.390329865110353,4.161234372515903,15,1,2,3198,1
Female,SEO,Retention,5647.437308949596,0.0723778545909855,5.885849463468763,3.932700644057206,0,5,2,521,1
Female,PPC,Conversion,5615.333013783399,0.2281994670124623,5.342470811569082,3.4581976547474387,1,6,6,1384,1
Male,PPC,Consideration,559.6679362561574,0.1777392338058865,7.054604219808882,8.306803326326348,8,8,3,3532,1
Male,Social Media,Consideration,7632.736096908666,0.1156959690660109,3.462906409549216,13.476429551512268,7,1,9,1365,1
Female,PPC,Conversion,7435.833190691239,0.0762316606507899,2.064018545851995,3.37766722293645,5,9,5,4264,1
Female,Email,Consideration,3523.065756433228,0.2964272807089816,7.539608336863526,11.332328923956675,18,8,0,814,1
Male,SEO,Awareness,9804.953486663442,0.0248929545701409,1.7300138250493036,12.94611045698096,8,6,1,4818,1
Male,Referral,Consideration,3535.212229095177,0.0398310190132048,6.521591581398396,6.181744741605486,8,3,4,2170,1
Male,Email,Awareness,8472.010824162051,0.2459827122809723,9.725727394215165,9.430177398049016,6,4,7,2075,1
Female,Referral,Retention,3392.564675884278,0.0636005908593988,8.727315726047621,12.747286307707885,13,5,2,2847,1
Female,PPC,Retention,3847.378130286206,0.1929856109101649,4.586925009066777,12.612664831506205,3,3,7,1356,1
Male,PPC,Awareness,2731.6896292104334,0.0984577557274775,7.581530042963099,3.621785615771719,2,2,9,3783,0
Male,Social Media,Consideration,1308.8514218848638,0.2137383901537055,9.262870197847407,11.606550260088238,6,1,4,2264,1
Female,SEO,Retention,7471.070702417286,0.0786961189316021,3.223369649550448,1.7387796021956812,16,8,3,747,1
Male,SEO,Consideration,6507.252005711729,0.2912801188689416,7.600759666868033,9.524335389706753,17,9,4,3120,1
Female,SEO,Consideration,360.7147111392131,0.2143236748651109,3.804099353030623,10.570334564605089,10,0,6,2004,1
Female,Social Media,Consideration,1116.2645219169228,0.048602367834484,1.5143664440620932,13.539279064719938,15,1,1,1310,0
Male,Social Media,Awareness,1369.9462020549363,0.0838735205148787,6.3256847616187,13.890187655718025,6,0,6,446,1
Female,PPC,Awareness,6944.77249176508,0.1785108978778674,4.716749389895303,11.598784043854463,11,4,1,4634,1
Male,SEO,Consideration,1714.6702609010397,0.2669271785087087,5.700034310901913,1.8765806789541144,1,7,0,139,0
Female,SEO,Consideration,5941.257118927742,0.1470479388884252,2.358833713413035,7.867640486999075,8,9,8,2570,1
Male,Social Media,Retention,3524.105989372056,0.1833874650797251,3.7802314746160106,8.510533329279856,14,0,5,4004,1
Male,Social Media,Consideration,2913.115619286528,0.2346313990220738,7.54059747305324,12.406274984315338,9,7,2,1884,0
Female,Email,Retention,5590.221124653292,0.0891757772165038,8.883661323791099,5.340153261090771,18,2,2,4947,1
Female,Social Media,Awareness,1181.7184076493947,0.0343745673565026,1.97198264293908,14.20866703073322,17,9,8,4759,1
Female,SEO,Consideration,7736.949217247492,0.2991189354012595,9.284598653927954,4.581124061640892,6,6,2,1438,1
Male,SEO,Retention,1946.9016952018933,0.2933896811381475,4.0976451103701805,14.232220297718229,12,0,4,2759,1
Male,Social Media,Awareness,4583.722874355568,0.0500802174448664,2.4079918567545886,0.7987166243713437,13,6,8,3334,0
Female,Social Media,Awareness,4043.862810188374,0.1706928808061585,2.817368927764363,13.46733988744586,13,6,4,1796,1
Female,Social Media,Conversion,8477.960260690388,0.1219596281745087,8.013586946102146,14.428372154152592,9,5,7,963,1
Female,Referral,Retention,9140.527170315325,0.2539187273431276,3.4507926501316994,12.527765924129582,1,7,6,4052,1
Female,SEO,Retention,3792.2935253824057,0.2533522313836641,6.441077500953824,9.500202706576204,15,5,4,1159,1
Male,Social Media,Awareness,5514.180310285642,0.0847771444895847,2.385281195076008,6.873306683971907,0,1,1,1106,0
Female,Email,Conversion,6310.983994633938,0.1111782368992531,2.281986951321476,1.733792148759129,11,2,5,4942,1
Female,SEO,Retention,7022.069137296608,0.1019517590991433,4.229246288065753,3.2305388268991684,16,5,8,4369,1
Male,Social Media,Retention,5418.595900777576,0.0375288984316028,1.0885982341602136,11.088109679846548,3,4,9,3425,1
Male,SEO,Awareness,3946.34245974896,0.1156206524136426,4.142058687231623,8.004091100088324,4,0,1,3037,0
Male,Email,Awareness,5735.982157014289,0.0434919589665478,6.513186486771476,10.589369131872884,4,9,3,4511,1
Female,Social Media,Awareness,5459.032178256332,0.0579253462454919,4.804314512454251,11.294008140996445,13,7,0,3259,1
Male,Social Media,Conversion,8396.552458296928,0.2392270497384137,7.0413443865633925,14.081859343865345,14,0,1,636,1
Female,PPC,Consideration,3985.271719736441,0.0606740467830754,9.379364870484167,1.2810403044762484,19,7,1,2942,0
Female,Referral,Awareness,2536.6980060104306,0.2973838566234313,4.567112301156714,13.308685488343144,1,5,2,272,1
Male,PPC,Consideration,9116.736427383235,0.2388344319000485,1.8399638690976825,3.4570251117270514,19,9,7,1449,1
Male,Social Media,Retention,1940.487570004144,0.2447918358858697,6.025050515132774,0.8378323280164313,8,4,7,4688,1
Female,Email,Retention,3790.8531666600206,0.2901661362616225,1.1303788926729028,1.9705976036438817,8,0,5,2302,1
Female,Social Media,Retention,4337.508192437249,0.2130131876280576,6.741215951871547,11.165131439708585,13,8,9,3583,1
Female,PPC,Retention,5737.0176887597845,0.2958521662426949,6.743905925724984,9.961483033751428,0,7,3,1786,1
Female,Referral,Conversion,6663.056267014754,0.0122887455423347,8.717351868852456,2.6075748133215475,17,3,7,4451,1
Female,Social Media,Awareness,8180.698490320603,0.1275972596056267,3.3942488224396605,8.225548002512799,1,2,8,1392,1
Male,Referral,Retention,2707.6098180716904,0.0285181165371549,2.166743241573465,7.824769083560127,12,6,0,2992,1
Male,SEO,Conversion,397.1038289639976,0.1294897567456334,9.691884630079514,14.605358874823434,5,5,7,3438,1
Female,Email,Conversion,6431.06882795579,0.1532663091649395,1.781847636650479,8.096853643811063,19,6,5,1131,1
Female,Referral,Conversion,5705.499244614974,0.1949960468443248,6.081796143212487,11.515479699459162,7,6,8,3624,1
Female,Referral,Consideration,393.3748104432634,0.1567583423365927,5.963385755269889,6.780597389102533,19,3,2,2849,1
Male,Email,Retention,8096.90827906772,0.0445263341204243,7.516377389762811,2.2490013849634427,12,2,0,1747,0
Male,Email,Conversion,525.3375887955948,0.0854749767149777,9.034746622151454,8.73357254202442,1,1,1,1915,0
Female,SEO,Retention,2942.8691047923526,0.2048517777752831,3.871058837934074,4.219186213248802,7,5,5,4746,1
Male,Email,Awareness,4455.650828543096,0.1128454104212762,4.340164361069935,6.444750416317099,11,1,3,66,1
Female,PPC,Awareness,9585.417151161531,0.1540043577651637,4.970330535258638,5.64848209526285,15,9,3,3508,1
Female,Referral,Conversion,6838.300285222654,0.1942756899605093,9.888331792945158,6.049632727742401,6,4,5,1861,1
Female,Referral,Retention,6160.182382175849,0.2551799021166267,8.203433784250688,10.754499020509392,14,2,8,3989,1
Male,Email,Consideration,5328.260547153046,0.0656823114189255,5.110656137023387,3.183849118613495,3,1,9,1103,1
Female,SEO,Awareness,2533.5053576893524,0.1634405782241262,5.012977449900527,6.192925988903065,10,5,6,3532,1
Female,Social Media,Consideration,462.6293014008744,0.2312700720516712,5.2212109569018175,12.095147655872534,19,0,9,201,1
Male,PPC,Conversion,5113.929699907765,0.256014342052281,9.933000437408491,12.094489084651975,14,8,6,4600,1
Female,PPC,Awareness,6206.682248607949,0.2730646852008186,1.4314157799047842,5.253545427061529,9,4,9,2948,1
Male,Email,Consideration,8122.592438219754,0.2872692791645739,8.529502639376517,5.701168600579869,0,5,9,139,1
Female,SEO,Conversion,9814.25967496568,0.1713824791740645,7.048535268749244,5.393959363117794,6,5,3,1041,1
Female,PPC,Conversion,722.2476074615228,0.1965352806603355,2.4360933917599583,13.34787002677223,3,0,0,2974,1
Male,SEO,Retention,3712.713092559846,0.1601198577480644,2.476766307878502,2.812765680198769,0,3,8,3924,0
Female,Social Media,Conversion,2580.0129175871475,0.0402118632402545,7.5496638163463805,14.337943505744985,2,3,5,1090,1
Female,Social Media,Consideration,2031.568524083657,0.1988376750319647,8.350533812595799,0.6880780327397957,7,1,6,4256,1
Female,SEO,Retention,6781.388048527788,0.1798808029636087,8.05109988047002,11.02515966200064,15,1,2,2046,1
Female,SEO,Conversion,1239.433212622498,0.2350990055075262,3.775166390212085,10.66452092066572,19,3,7,2512,1
Female,Social Media,Consideration,3244.207029380282,0.050996663308086,4.425366252762408,5.008459229907334,13,7,4,695,1
Male,Referral,Conversion,8849.974488620139,0.1515602875726811,6.196954292930334,3.58399327307202,17,4,8,1898,1
Female,Email,Consideration,6772.320936088536,0.1243420950515295,4.40461467760132,11.184181042445816,17,5,6,4659,1
Female,Email,Consideration,4222.93141805162,0.2086853719236537,4.643927860973147,14.857459392864698,19,0,8,4924,1
Male,PPC,Awareness,9084.90299742986,0.1405926842538545,2.085321746493345,14.360413191592786,11,8,0,2832,1
Male,Social Media,Awareness,8031.893958276813,0.2608967692791983,7.348151193126187,9.484934064867216,5,3,4,1062,1
Male,Social Media,Retention,4032.979453235694,0.0879842918474373,1.8030527021017724,5.012759053772353,11,2,3,2430,1
Male,Social Media,Retention,6920.238875218272,0.0106438933829566,2.52165310818842,9.33274626153203,17,6,1,2688,1
Male,PPC,Conversion,8804.848478410942,0.0365641447386952,4.888849526786935,10.64549524620571,4,5,9,4726,1
Male,SEO,Consideration,1222.3339557213862,0.1775267920589623,4.597213110616767,14.284187050382396,5,9,8,72,1
Male,SEO,Awareness,7356.291925813445,0.2528906817624696,9.76538104063858,7.373841020824195,4,8,1,2794,0
Male,Email,Consideration,610.960612399994,0.0158961184622949,9.520870774013256,9.420645462823924,6,7,1,4225,1
Female,Email,Awareness,3381.669229968529,0.1295396131303485,6.6542156526814455,0.7041938442372238,18,5,6,1887,1
Male,PPC,Awareness,1845.5162644504617,0.2624247906107393,8.102840477000358,1.7254072182533955,14,0,6,1958,1
Female,PPC,Consideration,3197.008256092364,0.2909928692545583,6.332722414566493,0.958713247880097,12,6,9,2247,1
Female,Email,Conversion,3826.1112491269982,0.2470124903944457,1.0192573533803158,1.5191798254916262,8,9,1,2719,1
Female,Referral,Consideration,5601.286873627111,0.2954626213769503,4.059478367395295,4.973514184479578,6,5,5,383,1
Female,SEO,Retention,1542.2785437274065,0.0667598207834558,2.291449578716887,2.196042736873938,4,2,7,2581,1
Female,Referral,Retention,2887.5897466346123,0.1138502931749214,3.646393507587329,8.987210604181605,1,0,7,2517,1
Male,Email,Consideration,458.2671797520415,0.2220276995956337,9.769457393170756,0.6533959626102602,13,5,5,4645,1
Male,SEO,Awareness,7507.257435105957,0.0938587973601691,8.004054191183796,12.980316923705844,1,8,4,3413,1
Female,PPC,Consideration,4600.327884455801,0.1449437845705471,5.427880845322573,0.5404851344723557,10,0,2,2585,1
Female,Referral,Retention,5078.804464832506,0.2983939358458333,1.759955674455599,9.79920306424406,0,4,0,4308,1
Female,Email,Conversion,3958.499405269243,0.111862595809181,6.095778152032054,6.614812766131951,3,0,3,3137,1
Female,Email,Awareness,3321.879908633994,0.0899194239556841,2.9921129297690654,8.781839963794377,3,8,7,716,0
Female,Referral,Conversion,9867.467281174657,0.0787501463320037,9.499228823995592,9.996212430773657,17,3,5,2552,1
Female,Referral,Consideration,7611.534820396941,0.1592061364819671,8.967309884163848,6.080447263707766,11,9,5,2328,1
Male,Email,Conversion,8220.767650641905,0.0231849044843886,7.859784432850496,4.340724111148794,5,4,3,2097,1
Female,SEO,Retention,6567.137532023666,0.0382561972994489,3.533850176332349,12.420964360463625,0,7,5,4840,1
Female,SEO,Awareness,7491.985210391504,0.0732817366980637,9.791835852475442,8.39789030914169,3,7,5,40,1
Female,Email,Conversion,7252.169892160901,0.0262025146267881,8.75200561996705,2.669896987487291,18,3,4,159,1
Male,Referral,Retention,9893.444594949817,0.0477641110365771,5.364241724439768,10.885621431717231,7,2,5,3077,0
Female,Referral,Retention,8779.435758331574,0.2681708506100398,5.4931703730144505,3.204409440674151,2,7,7,1404,1
Female,Social Media,Conversion,1188.352243562778,0.1859258567154406,1.181660197846779,8.574747703365471,15,9,9,4530,1
Female,Social Media,Retention,7954.853319167468,0.0896039686014271,8.676096800949086,1.7534820949244332,10,7,5,3606,1
Male,Email,Consideration,955.9175194427154,0.1137447948718857,8.799416958566484,7.606954564881648,4,7,7,1107,1
Female,Social Media,Retention,9863.014795021729,0.1464031635191565,5.854879904706637,2.3741631343215897,13,5,7,1340,1
Female,Referral,Awareness,5224.780660615389,0.0154200378134315,4.912275472538704,9.675936512631797,18,0,3,2502,1
Female,Referral,Conversion,8439.043311877263,0.0931835016995777,9.761126827498089,0.5373471181940648,4,2,3,3157,1
Male,PPC,Conversion,1314.2345695969482,0.196346641449111,8.882886500393347,1.799703019668281,3,4,3,3817,1
Female,Email,Consideration,6510.323060472404,0.2713744589022139,2.0994611408319086,4.216472539761227,11,3,7,2924,1
Female,SEO,Consideration,5042.466168722588,0.291494075596974,3.3045474636243592,7.123166634914454,11,9,3,2737,1
Male,PPC,Awareness,8996.180226233468,0.057088440094612,4.962989650147801,3.164854436849114,8,6,0,3423,1
Female,PPC,Awareness,4259.48413720092,0.2973433468810049,4.041620383284391,12.062915786123314,10,8,7,4774,1
Female,SEO,Retention,450.2542302158679,0.2102263514180171,8.766996364149783,13.009861885556992,3,8,2,2070,1
Female,PPC,Consideration,1693.328448004723,0.1221395687908051,2.8185306370802725,4.023140546093583,15,2,5,4726,1
Male,PPC,Retention,2509.966157597048,0.2893077616153685,1.6587730505320613,13.701065807784827,6,1,3,1675,0
Female,SEO,Consideration,4666.727204938925,0.1048666072716955,6.114801397044134,4.855180501814903,8,3,5,728,1
Male,SEO,Retention,5354.33187527252,0.1631421985046593,8.003368925126868,12.242822858857362,7,9,3,3432,1
Male,Email,Consideration,563.2393226026182,0.1625173295604945,8.735011617097467,12.545713176322057,5,4,3,4321,1
Male,SEO,Consideration,8020.484276601397,0.1271882822984294,8.748191074632262,3.659270300527019,19,5,7,4219,1
Male,SEO,Retention,9149.23503087132,0.2743204458498738,7.674299925260447,4.943659164852503,14,2,0,4774,1
Female,Referral,Conversion,3652.8400450746894,0.0816264666202414,4.759766816808362,11.981921553961968,4,4,5,2234,1
Male,Referral,Awareness,3023.897889605599,0.0829292565539954,7.611381978526147,6.26212104353125,12,2,6,3984,1
Male,Social Media,Retention,730.7188112993015,0.1008786712015096,9.275296390275686,5.863231806308051,16,2,4,1951,1
Female,SEO,Conversion,2050.6372324824715,0.0188782817648376,2.827361845318456,7.306056307702518,15,2,7,4218,1
Female,Referral,Retention,4298.139071869079,0.1575626313178242,5.968227509115781,3.933101885999189,13,4,0,4031,1
Female,Social Media,Awareness,9918.066631544698,0.2808667805160202,1.9105622265814792,14.3257421839721,7,8,9,1444,1
Female,Referral,Conversion,9505.59236698481,0.0821000383182293,6.448513125440855,10.359135148216383,18,1,9,3439,1
Female,SEO,Retention,2485.552027075205,0.2495561676416557,6.646035552896527,10.479747542923906,16,3,5,3543,1
Female,Social Media,Consideration,8981.565572246,0.2228770812810494,2.660092556489955,0.8926375737115569,0,6,3,3404,1
Female,Social Media,Conversion,9392.06142748112,0.1140617909319948,1.9789432284553423,5.961426323211272,10,5,5,2540,1
Male,Email,Awareness,3807.312434316532,0.0244918012484204,8.669185072184789,10.209705295867264,11,5,6,3626,1
Male,Social Media,Conversion,5755.121444781456,0.1050362536643464,4.074335095187203,0.601226519750743,13,5,3,513,1
Female,Referral,Consideration,3418.954219219129,0.2997339499028649,9.686006660135227,13.57969877123564,1,9,6,108,1
Female,SEO,Conversion,9485.063569745334,0.1004473469246992,7.714458032949169,0.5938693844957452,2,9,4,1930,1
Male,SEO,Awareness,1914.898118027112,0.1141050520271877,4.207066541197412,8.930985249789803,5,8,7,52,1
Female,Referral,Conversion,5170.462053259257,0.1307214591953265,3.39002046783648,4.031533465467208,7,2,7,1606,1
Female,PPC,Retention,7962.381652298448,0.0300060538018689,8.514178382894258,7.183705796319777,18,4,1,1620,1
Female,Email,Awareness,4908.538967214865,0.2575061803146178,5.779193024929814,7.677424889561955,9,6,9,1170,1
Female,PPC,Conversion,5450.504093321289,0.2674742246780566,4.504151202230879,10.50383498946356,13,5,7,1896,1
Female,Social Media,Conversion,5377.025560896859,0.0228595494202294,2.850411938935156,11.666506806799582,7,4,5,113,1
Female,SEO,Awareness,6657.072467809826,0.2352300782488184,9.834596213612636,9.23572883688915,16,3,7,3032,1
Female,PPC,Consideration,559.6285118199946,0.0739390826566576,8.06506971390542,10.668809853907469,14,9,0,4968,1
Male,Email,Awareness,7036.575636660574,0.0919121468688825,3.97297475520562,10.462302875713585,16,7,1,3313,1
Female,SEO,Consideration,6964.213014001178,0.1315008498159326,8.623752073650886,10.79082516831028,13,2,4,3571,1
Female,SEO,Conversion,5823.159616187456,0.2671479751282489,7.695937596002079,2.16266571892573,9,0,8,4456,1
Male,SEO,Conversion,3954.672328680736,0.0172965420670102,4.855014627225351,10.935951540932743,0,7,4,1144,1
Female,Email,Retention,9213.177478300244,0.2033159654674232,5.885489467378078,7.084077757446027,12,1,3,1768,1
Male,SEO,Retention,280.9275959097341,0.2181294943981176,2.763904507914392,7.148180659007002,3,0,8,515,0
Male,PPC,Retention,5211.90621039831,0.2277147626353903,9.424313779766363,6.018996857541434,10,6,9,1775,1
Female,PPC,Consideration,8923.472316232692,0.2673770851342573,1.025853070393545,10.129815229184224,18,1,0,1079,1
Male,PPC,Conversion,2339.437081456101,0.0839581786045696,1.5857483834288044,11.96558523443719,14,2,1,2909,0
Female,Social Media,Retention,8427.436841821165,0.0617133064146018,7.590959274518696,7.390544042580039,0,2,2,906,1
Female,Referral,Consideration,831.5322376139859,0.2420701054865313,7.369821016762166,3.285081527866342,0,1,4,4465,0
Male,Referral,Consideration,2097.860417496845,0.1202538886323276,1.5459108705701,1.2864377872215675,2,2,8,90,0
Female,SEO,Consideration,695.8148743322288,0.1843196520792781,8.467864047615414,6.684138722532555,14,2,6,3834,1
Female,PPC,Conversion,2200.092701076746,0.2414179038775067,1.5432952421959234,11.506944745728427,14,4,6,1706,1
Female,Email,Consideration,2039.0437477726084,0.2642346187862999,4.7993151993844165,13.600497641090364,17,2,3,2550,1
Male,Email,Retention,4825.903841403612,0.2221589864390621,5.505672781929079,3.168297005599765,8,2,6,2618,1
Male,Social Media,Consideration,678.0845662005387,0.0972665743797693,3.022040789448325,0.778247670682287,6,2,2,507,0
Female,Social Media,Consideration,1846.4351020916345,0.2309420899999661,9.355226547077551,14.069394568715875,2,1,3,3085,1
Female,Social Media,Awareness,7213.766898549779,0.1366080548511551,2.512349282638169,3.493225352502555,4,0,0,2056,0
Male,SEO,Retention,7391.877767673307,0.2803198827837019,6.175040454701901,10.59882984154496,19,4,5,2799,1
Female,SEO,Consideration,870.453827070701,0.069017328919807,8.862480202669197,9.79070318518018,19,0,8,789,0
Female,Social Media,Consideration,6336.474910913555,0.1001198622191077,5.71254120179691,12.147676842387694,0,8,7,3259,1
Female,SEO,Consideration,5426.115063279878,0.015275283519875,2.311391847892716,11.71277332616015,17,5,9,3098,1
Female,Referral,Conversion,1323.933560793643,0.022062860122265,3.883937901005902,2.198876206305094,4,7,9,4377,1
Female,SEO,Conversion,1110.750515928973,0.2071602916718664,8.357508425175343,5.886460352313108,18,4,8,434,1
Female,Email,Consideration,2607.108559032673,0.0335623786841703,5.173978125447018,5.640476822025322,8,5,2,797,1
Male,SEO,Awareness,2174.5028022582064,0.1656775801974067,5.551474581925167,1.336235003038511,14,5,6,2029,1
Female,PPC,Awareness,140.72029973206384,0.0456178719415467,9.051360624880992,3.204125791446487,1,4,6,75,0
Female,SEO,Retention,1681.447417892428,0.1759466949638398,7.697635897734618,5.732393090378162,2,8,6,1530,1
Male,SEO,Retention,6192.647411038948,0.10034443327815,2.297700344176546,11.908326464784553,15,3,9,1380,1
Female,Social Media,Consideration,7655.472061968016,0.0783338475446391,4.846944450125157,0.662891572999394,5,7,9,2433,1
Female,PPC,Awareness,2545.191053328227,0.2197547159143093,5.0240668539435065,1.072979171965366,15,0,5,3553,0
Female,Social Media,Consideration,168.43465257970684,0.1763399394022549,1.8986870148542168,8.059892915047037,10,2,6,1674,1
Female,PPC,Retention,3618.881613044346,0.1885281446232173,4.091246272959735,3.368040420151912,11,5,0,2503,0
Male,SEO,Awareness,9728.214116353882,0.0526148863305325,7.6663349235263425,12.25930634582729,1,3,1,2885,1
Male,Email,Consideration,7522.558980023064,0.2672580573799097,8.26795201849287,7.929685549686499,12,1,9,4649,1
Female,Referral,Conversion,7646.868280929376,0.1366183460824928,7.243877945860958,13.199234790906296,4,9,9,2280,1
Female,Referral,Conversion,9390.816508786877,0.1044804513306334,3.4455285062988223,9.767670385722674,1,0,7,1104,1
Male,Social Media,Conversion,3980.4976772641785,0.2245518963505696,1.6974880521189415,1.3475889594141568,1,0,5,1301,1
Male,Referral,Consideration,3144.6710326722064,0.263420874512313,7.958733225960502,9.635652678629164,15,1,6,330,0
Male,Social Media,Conversion,4707.701696044585,0.2852333623984163,5.842104992170031,5.592568165750747,9,3,1,214,1
Female,PPC,Awareness,2387.2445221954595,0.2871524028901241,3.2730255378247857,5.251806180874872,12,9,2,2838,1
Female,Referral,Awareness,3749.846696663084,0.0190778176144893,2.7521077911242213,9.352960407670087,15,1,4,20,0
Male,SEO,Awareness,9370.865241274396,0.1394683789321163,6.072182297316995,14.538419087577031,17,8,5,3602,1
Female,Social Media,Conversion,1748.829652877272,0.2791348007547038,4.2852625825872055,5.640313131686535,16,6,4,1459,1
Male,Email,Awareness,9269.409863968936,0.1648257002151247,5.128387679267042,4.075613752875121,1,5,3,389,1
Male,Email,Consideration,4802.7762175445605,0.2530533394274972,1.38414923095752,6.839777234131472,16,9,6,1310,1
Female,PPC,Awareness,1798.922662500013,0.1497027230887377,9.70548700090634,9.772285806487988,16,2,2,3483,1
Female,SEO,Consideration,2318.263764460603,0.2148587590507389,3.368769083117071,5.834913208003555,13,7,1,2131,1
Male,Referral,Awareness,2187.8445820617776,0.273402408406092,8.426431452642184,14.527889763832135,8,1,9,1414,1
Male,PPC,Retention,4530.881316971498,0.1829561847772297,3.8139418996105214,7.643555088931997,5,4,1,3002,1
Female,Social Media,Consideration,8307.31672748765,0.2729187879028877,7.444034135021771,5.4535197169346015,6,0,5,3720,1
Male,SEO,Conversion,1286.6145287951956,0.1016596590895947,2.8834642647223543,4.7585568738067145,3,9,9,1912,1
Female,Social Media,Conversion,277.7393628924666,0.0391121363281487,1.8273577808061976,13.162252801441449,18,0,5,3674,1
Female,PPC,Retention,8121.370682702751,0.0198879435159819,8.031319323880385,13.093158437984313,5,2,7,4131,1
Female,PPC,Conversion,8776.329683669948,0.1811478869608,6.507452968932064,1.4093893604047605,5,8,6,3435,1
Female,PPC,Awareness,3640.188294266273,0.0601989007925383,4.975977175688911,11.836724682102991,14,3,8,3791,1
Female,Email,Awareness,2988.9180883767526,0.1904679107355791,9.931163491187966,3.679417392092693,14,7,3,787,1
Male,Referral,Conversion,976.353442169996,0.0515276339983555,2.5871118477618005,13.645357790330872,5,6,0,3615,0
Female,SEO,Conversion,5918.911789866629,0.2191565337957981,9.175626880463696,12.58354313660883,8,2,6,2754,1
Female,Referral,Conversion,5252.586183412627,0.262543970136766,4.511330505838373,13.739379272932394,0,0,1,4784,1
Female,Email,Retention,9528.71222323312,0.2747778037250989,1.739418229227959,4.3607198877956375,12,9,7,1436,1
Male,Referral,Conversion,2731.365287539508,0.1950359779846066,6.839226505956589,7.006759329575306,6,5,1,4917,1
Female,PPC,Consideration,712.0085258130497,0.1921226618855586,7.466653650141221,7.234492950049983,17,4,0,4325,1
Female,Social Media,Consideration,2877.996836374859,0.1583369581805133,1.2872072957388,1.962735398843717,16,6,7,2223,1
Female,PPC,Conversion,1678.0435726570656,0.2528511065638809,2.046847118073755,13.993370402628964,6,6,8,4345,1
Male,Referral,Awareness,5250.421209440923,0.2794386696006559,6.840942298338609,2.2204273443978773,6,8,5,3517,1
Female,Referral,Retention,218.42528204706696,0.2845187674810635,9.810023299005517,0.8420568208308201,15,3,3,3529,1
Male,Social Media,Conversion,2704.050680668888,0.1177388869707718,1.617731502545852,8.238247543568143,2,1,0,1291,1
Male,PPC,Awareness,3135.7363205550464,0.0236426627133139,6.361322823008072,6.502267828151205,19,3,4,1843,1
Male,Social Media,Consideration,3147.4951136674063,0.2029044042580819,7.63209778029797,10.256329074065349,13,2,0,2029,1
Female,SEO,Retention,3244.449984313607,0.1985901238497199,1.1527538322040685,7.121209351731881,3,6,4,2854,1
Male,Referral,Conversion,536.6905789967286,0.2823590432993678,5.40440468253837,12.45019955639617,14,9,9,659,1
Female,Referral,Retention,2174.341076062902,0.0344520827884002,3.6667837402457977,1.7835539425191542,5,7,6,3035,1
Female,Social Media,Consideration,191.74161162063743,0.2390259706365636,1.4810445582898657,11.194738184297194,11,5,3,2629,1
Female,Referral,Consideration,4633.836828894443,0.1382593127987884,8.522297568357793,11.130448342948531,5,2,0,1349,1
Female,Email,Retention,4414.12941430131,0.2109311021652338,5.475868154885859,4.119871524027594,3,2,4,3501,0
Female,Email,Consideration,8569.751009330746,0.0746486823089591,5.213242398649234,3.636383367857102,8,2,7,4860,1
Female,Referral,Consideration,3992.595432853232,0.2536845439316661,8.288062845272286,11.73051748880519,2,1,5,302,1
Male,PPC,Consideration,5241.813541586949,0.2582209853844433,3.8224671744173855,5.586708708218365,15,7,1,220,1
Female,Social Media,Awareness,9139.690681139991,0.2243428444345899,1.0202096023175256,9.940964735692576,15,5,3,2917,0
Male,Referral,Awareness,1585.0382212019767,0.0938877223288986,5.490142816022252,1.0660728531760957,5,5,8,4706,1
Female,SEO,Awareness,9170.603661094789,0.144190688965414,2.789352581485366,2.406692714519945,2,4,1,480,0
Female,Email,Awareness,4309.161942569025,0.2935819765903085,6.3390615511780855,10.166925704732773,14,2,9,612,1
Female,Referral,Conversion,3304.008034878368,0.1364424165948916,8.877386196651013,7.693040790479635,8,0,7,4321,1
Male,PPC,Awareness,3504.7395829195084,0.2964165625076981,7.854186948014292,1.263774854290444,16,1,3,3605,1
Female,SEO,Conversion,1388.668591240414,0.0157451020800086,4.501051503827582,6.849170643238921,2,4,6,2327,1
Female,SEO,Conversion,9917.568140383974,0.0601338936413991,4.067027338066577,2.041346322673786,15,1,8,1088,1
Female,PPC,Conversion,6112.946668422471,0.0456249516790147,6.789886459271357,10.371390559573909,5,3,1,2379,1
Female,Referral,Conversion,155.66657408648803,0.020912985404044,3.759619897655375,5.943890317781881,13,0,7,3230,1
Female,PPC,Conversion,626.415538097227,0.0159801121928022,6.751019617510596,10.048334170425932,17,4,8,4273,1
